CHEMBLID,FpDensityMorgan1,HeavyAtomMolWt,MaxAbsPartialCharge,MinPartialCharge,MolWt,NumValenceElectrons,Chi0n,Chi1v,Chi2v,FractionCSP3,HallKierAlpha,Kappa1,Kappa2,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumHBA,NumHBD,NumHeteroatoms,NumLipinskiHBA,NumRings,NumSaturatedHeterocycles,BertzCT,Halogen bond donor,"('[#6]~[#16]~[#7]', 0)","('[#16R]', 0)","('[#7]~[#6](~[#8])~[#7]', 0)","('[#7]~[#6](~[#6])~[#7]', 0)","('F', 0)","('[!#6;!#1;!H0]~*~[!#6;!#1;!H0]', 0)","('Br', 0)","('[#16]~*~[#7]', 0)","('[#7]~[#7]', 0)","('[!#6;!#1;!H0]~*~*~*~[!#6;!#1;!H0]', 0)","('[!#6;!#1;!H0]~*~*~[!#6;!#1;!H0]', 0)","('[#8]~[#16]~[#8]', 0)","('[#8R]', 0)","('*@*!@*@*', 0)","('*@*!@[#16]', 0)","('c:n', 0)","('[#6]~[#6](~[#6])(~[#6])~*', 0)","('[!#6;!#1]~[!#6;!#1;!H0]', 0)","('[#7]~[#8]', 0)","('[#8]~*~*~[#8]', 0)","('*!@[#7]@*', 0)","('[#7]~*~[#7]', 0)","('[#7]~*~*~[#7]', 0)","('[#7]~*~*~*~[#7]', 0)","('[!#6;!#1]1~*~*~*~*~1', 0)","('[#6]~[#7](~[#6])~[#6]', 0)","('[F,Cl,Br,I]!@*@*', 0)","('[#8]~*~*~*~[#8]', 0)","('[$([!#6;!#1;!H0]~*~*~[CH2]~*),$([!#6;!#1;!H0;R]1@[R]@[R]@[CH2;R]1),$([!#6;!#1;!H0]~[R]1@[R]@[CH2;R]1)]', 0)","('[$([!#6;!#1;!H0]~*~*~*~[CH2]~*),$([!#6;!#1;!H0;R]1@[R]@[R]@[R]@[CH2;R]1),$([!#6;!#1;!H0]~[R]1@[R]@[R]@[CH2;R]1),$([!#6;!#1;!H0]~*~[R]1@[R]@[CH2;R]1)]', 0)","('[#8]~[#6](~[#7])~[#6]', 0)","('[!#6;!#1]~[CH3]', 0)","('*~[CH2]~[#7]', 0)","('[!#6;!#1]~*(~[!#6;!#1])~[!#6;!#1]', 0)","('[#7]~*~[CH2]~*', 0)","('[CH3]~[CH2]~*', 0)","('[CH3]~*~[CH2]~*', 0)","('[!#6;R]', 1)","('[#7;R]', 0)","('*!@[#8]!@*', 0)","('[#8]~*~[CH2]~*', 0)","('[O;!H0]', 0)","('[CH3]', 2)","('*1~*~*~*~*~*~1', 1)","('[#8]', 2)","('[C;H3,H4]', 1)","('[#8]~[#6](~[#6])~[#6]', 0)","('[!#6;!#1]~[CH2]~*', 0)","('[C;H3,H4]', 0)"
CHEMBL173830,1.375,350.3160000000001,0.3001487417387527,-0.3001487417387527,365.4360000000001,126.0,13.015125330107399,9.484342172554557,8.339851684528165,0.26666666666666666,-2.0999999999999996,16.747149034505696,6.078545986001865,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,9.0,7.0,3.0,0.0,920.3053126454902,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
CHEMBL177093,1.0434782608695652,316.253,0.32428747824630455,-0.32428747824630455,330.36500000000007,118.0,12.261957739715534,8.339139909814152,7.10539745693138,0.125,-2.51,15.388161151015984,5.601434638737464,0.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,4.0,1.0,7.0,6.0,3.0,0.0,877.9630657394952,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
CHEMBL441496,1.1785714285714286,380.3000000000001,0.3371444922831209,-0.3371444922831209,398.4440000000001,144.0,15.286141442712372,10.169485272086492,8.36575135335474,0.21052631578947367,-3.04,18.329215372052044,6.536047709846242,0.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,6.0,1.0,9.0,8.0,4.0,0.0,1201.4016076761745,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL175001,1.2307692307692308,374.33800000000014,0.3001568840456531,-0.3001568840456531,387.4420000000001,132.0,13.54006935648973,9.973758147526969,8.634870407647929,0.11764705882352941,-2.6199999999999997,16.827325236052538,5.974402957791849,0.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,6.0,1.0,9.0,7.0,4.0,0.0,1140.034197942502,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
CHEMBL369843,1.2,370.70400000000006,0.3242857249996152,-0.3242857249996152,382.80000000000007,130.0,12.863186147354735,8.916436060878528,7.827022803190047,0.125,-2.29,17.530378388497176,6.2140347646633645,0.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,4.0,1.0,9.0,6.0,3.0,0.0,976.1292783178168,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
CHEMBL177933,1.1304347826086956,353.16500000000013,0.3253682340703981,-0.3253682340703981,366.269,118.0,12.176826240116677,8.659055874844977,7.5969409137655335,0.17647058823529413,-1.4899999999999993,16.370670708374817,6.555265416791325,0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,3.0,1.0,6.0,3.0,3.0,0.0,793.9128768067088,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
CHEMBL366449,1.3043478260869565,358.36100000000005,0.3001488736066716,-0.3001488736066716,371.4650000000001,122.0,12.484216031815837,9.648426872166326,9.79539551029467,0.3076923076923077,-1.62,16.24527421754316,5.47814005137467,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,1.0,10.0,7.0,3.0,0.0,912.794835580512,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
CHEMBL424788,1.434782608695652,361.74700000000007,0.30098539332286767,-0.30098539332286767,371.82700000000006,120.0,11.685983021930078,9.044787899638441,8.021124228396033,0.15384615384615385,-1.9699999999999993,15.907916229637987,5.587660379387486,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,6.0,1.0,10.0,7.0,3.0,0.0,895.9483829116086,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
CHEMBL174930,1.2916666666666667,353.7020000000001,0.30971234703132805,-0.30971234703132805,365.7980000000001,124.0,12.432435269845469,8.68065048401758,7.504278909035819,0.13333333333333333,-2.4499999999999993,16.409264067507806,5.879367225527314,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,9.0,7.0,3.0,0.0,930.9902800976816,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
CHEMBL178073,1.3181818181818181,319.7080000000001,0.31002835242032983,-0.31002835242032983,332.812,112.0,11.746075362607408,8.041222782377169,6.865135685314754,0.1875,-1.8499999999999994,15.061393179073525,6.103234860889738,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,6.0,4.0,3.0,0.0,736.1805945292441,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
CHEMBL173724,1.1923076923076923,511.5140000000002,0.32407429171738644,-0.32407429171738644,522.6020000000001,136.0,13.163800351174338,10.612164545762143,9.683481659251989,0.125,-1.4199999999999986,19.344589883260557,6.953808170344969,0.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,4.0,1.0,10.0,6.0,3.0,0.0,1042.5404182096663,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
CHEMBL176485,1.434782608695652,342.29300000000006,0.4567018558468346,-0.4567018558468346,355.39700000000005,122.0,12.484216031815837,8.8319302912386,8.304474564883261,0.3076923076923077,-2.04,15.840489018927025,5.252587282847024,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,1.0,10.0,8.0,3.0,0.0,911.9400826082385,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
CHEMBL368422,1.391304347826087,337.7030000000001,0.49379533695188144,-0.49379533695188144,349.7990000000001,118.0,12.253751207659194,7.826488553923727,6.654078972914762,0.13333333333333333,-2.3799999999999994,15.513202653927067,5.675501323104928,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,6.0,2.0,8.0,6.0,3.0,0.0,993.5311645006316,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
CHEMBL176955,1.2916666666666667,337.247,0.30888378660078536,-0.30888378660078536,349.3430000000001,124.0,12.432435269845469,8.29860296841072,7.098671898433218,0.13333333333333333,-2.65,16.216343556988203,5.7665693840829935,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,9.0,7.0,3.0,0.0,930.9902800976816,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
CHEMBL174925,1.0869565217391304,314.26099999999997,0.3402126036463654,-0.3402126036463654,327.36500000000007,116.0,12.223572775562003,8.498896026748845,7.389314151390651,0.125,-2.51,14.105861101188681,4.740834347148038,0.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,4.0,1.0,7.0,6.0,4.0,0.0,1006.4148966641187,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
CHEMBL177503,1.2307692307692308,374.33800000000014,0.3009850613464524,-0.3009850613464524,387.4420000000001,132.0,13.54006935648973,9.9778411901246,8.601050105706692,0.11764705882352941,-2.7799999999999994,16.675733653106,5.88869198800957,0.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,6.0,1.0,9.0,7.0,4.0,0.0,1140.034197942502,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
CHEMBL177956,1.0434782608695652,312.265,0.36081326521040685,-0.36081326521040685,326.37700000000007,116.0,12.35370944925167,8.629032700438515,7.539722000874813,0.11764705882352941,-2.4399999999999995,14.171317850461636,4.776102372519199,0.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,3.0,1.0,6.0,5.0,4.0,0.0,1036.6829158650266,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
CHEMBL366747,1.3076923076923077,395.29900000000015,0.4337613938610627,-0.3001439632236592,405.37900000000013,138.0,12.941911967948531,9.300770963782147,8.13313260877256,0.21428571428571427,-2.31,18.480164977186295,6.141717122364464,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,12.0,7.0,3.0,0.0,1000.8610922916706,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
CHEMBL172491,1.0740740740740742,366.29300000000006,0.3088837865791719,-0.3088837865791719,381.4130000000001,136.0,14.28652160440512,9.609620731906105,8.089995482839745,0.10526315789473684,-3.0999999999999996,17.3206547725985,6.255984529593701,0.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,5.0,1.0,8.0,7.0,4.0,0.0,1176.038851244929,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
CHEMBL176504,1.2307692307692308,374.33800000000014,0.3009853907704393,-0.3009853907704393,387.4420000000001,132.0,13.540069356489731,9.971858125980892,8.639725240301505,0.11764705882352941,-2.7799999999999994,16.675733653106,5.88869198800957,0.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,6.0,1.0,9.0,7.0,4.0,0.0,1140.034197942502,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
CHEMBL367118,1.25,330.26,0.30888378660104593,-0.30888378660104593,345.38000000000005,124.0,13.054470796836242,8.609620731906107,7.457804277386852,0.1875,-2.58,16.2838525248297,5.805963563176693,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,8.0,7.0,3.0,0.0,925.5936390318094,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
CHEMBL177082,1.3333333333333333,350.3160000000001,0.300148881184235,-0.300148881184235,365.4360000000001,126.0,13.230668279731226,9.334365603297696,8.7536633407953,0.26666666666666666,-2.0999999999999996,16.747149034505696,5.762010150305275,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,9.0,7.0,3.0,0.0,949.3788129525155,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CHEMBL173072,1.16,387.1590000000001,0.3237726555119031,-0.3237726555119031,399.25500000000017,130.0,12.863186147354737,9.304466640629093,8.176347413286072,0.125,-2.0899999999999985,17.724026440589572,6.327439212368974,0.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,4.0,1.0,9.0,6.0,3.0,0.0,991.3792783178167,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
CHEMBL175457,0.9629629629629629,364.2970000000001,0.32510819117057654,-0.32510819117057654,380.4250000000001,136.0,14.416658278094786,9.753906554934744,8.235252289584956,0.1,-3.1899999999999986,17.235200420548207,6.206921907461581,0.0,1.0,1.0,2.0,3.0,0.0,3.0,1.0,4.0,1.0,7.0,6.0,4.0,0.0,1173.0657996047732,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
CHEMBL425509,1.2916666666666667,350.3160000000001,0.30014063804040036,-0.30014063804040036,365.4360000000001,126.0,13.230668279731226,9.350414774182742,8.603181415513959,0.26666666666666666,-2.0999999999999996,16.747149034505696,5.762010150305275,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,9.0,7.0,3.0,0.0,929.8788129525154,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CHEMBL177856,1.173913043478261,318.249,0.309712353284606,-0.309712353284606,331.3530000000001,118.0,12.131821066025868,8.203020171980778,6.923521183823518,0.13333333333333333,-2.7399999999999993,15.167069841108392,5.4712065660453755,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,8.0,7.0,3.0,0.0,880.604819303204,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
CHEMBL177433,1.4545454545454546,346.35,0.30015687940862124,-0.30015687940862124,357.43800000000005,116.0,11.561566301005463,9.2878194163956,9.016381766246433,0.25,-1.62,15.282399930999288,5.230330466826931,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,1.0,10.0,7.0,3.0,0.0,854.3184597995775,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
CHEMBL426222,1.0714285714285714,378.30400000000014,0.3371444923053471,-0.3371444923053471,397.4560000000001,144.0,15.41627811640204,10.3096880525175,8.516798856593221,0.2,-2.9699999999999998,18.395948949503545,6.574220644473146,0.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,5.0,1.0,8.0,7.0,4.0,0.0,1198.9187810316919,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
